city_name,ballot_code,party_avoda,party_shahar_kalkali_hadash,party_bayit_yehudi,party_agudat_israel,party_daled,party_vavmem,party_shahar_koach_hevrati,party_kama,party_koach_lehashpia,party_tzomet,party_tet,party_israel_hofshit_demokratit,party_hakalkalit_hahadasha,party_ichud_bnei_habrit,party_tzav_hashaa,party_hagush_hatana'chi,party_kahol_lavan,party_ani_veata,party_israel_beitenu,party_likud,party_meretz,party_kavod_haadam,party_nativ,party_shma,party_haatzmaim_hachadashim,party_yesh_kivun,party_anachnu,party_raam,party_yesh_atid,party_pesofit,party_tze'irim_bo'arim,party_manhigut_hevratit,party_kol_hasviva_vehachai,party_halev_hayehudi,party_seder_chadash,party_kol,party_beometz_bishvilech,party_kavod_umasoret,party_shas,party_daat_tov_vera
מזור,2.2,20,2,1,0,0,1,0,0,0,0,5,0,0,0,0,0,53,0,7,32,19,0,0,0,0,0,0,2,154,0,0,0,0,0,0,1,2,0,0,0
מזכרת בתיה,1,24,1,6,1,0,1,0,0,0,0,39,0,3,0,0,0,79,0,7,128,14,0,0,0,0,0,0,0,129,0,1,0,0,0,0,0,1,0,20,0
מזכרת בתיה,2,14,0,3,1,0,0,0,0,0,0,27,0,2,0,0,0,71,0,5,88,9,0,0,0,0,0,0,1,94,0,1,0,0,0,0,0,1,0,7,0
מזכרת בתיה,3,28,5,18,1,0,0,0,0,0,0,51,0,1,0,0,0,88,0,13,109,12,0,0,0,0,0,0,0,138,1,1,0,0,0,0,0,1,0,10,0
מזכרת בתיה,4,25,0,7,2,0,1,0,0,0,0,28,0,1,0,0,0,83,0,7,111,26,0,0,0,2,0,0,0,187,0,1,0,0,1,0,0,4,0,7,0
מזכרת בתיה,6,42,3,10,3,0,2,0,0,0,0,42,0,0,0,0,0,80,0,12,91,29,0,0,0,0,0,0,0,187,0,1,0,0,0,0,0,4,0,11,0
מזכרת בתיה,7.1,23,1,8,2,0,0,0,0,0,0,36,0,1,0,0,0,53,1,4,124,27,0,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,14,0
מזכרת בתיה,7.2,25,1,6,3,0,1,0,0,0,0,38,0,0,0,0,0,69,0,6,107,30,0,0,0,0,0,0,0,128,0,2,0,0,0,0,0,3,0,17,0
מזכרת בתיה,7.3,20,0,6,0,0,0,0,0,0,0,39,0,2,0,0,0,80,0,13,119,17,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,10,0
מזכרת בתיה,9,33,3,5,1,0,1,0,0,0,0,38,0,6,0,0,0,89,0,18,117,17,0,0,0,0,0,0,2,175,0,2,0,0,0,0,0,2,0,13,0
מזכרת בתיה,10,14,2,4,3,0,0,0,0,0,0,62,0,3,0,0,0,48,0,10,184,6,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,22,0
מזכרת בתיה,11,40,1,17,2,0,1,0,0,0,0,21,0,1,0,0,0,69,0,6,80,19,0,0,0,0,0,0,1,122,0,0,0,0,0,0,1,3,0,13,0
מזכרת בתיה,12,28,1,8,0,0,0,0,0,0,0,34,0,0,0,0,0,80,0,0,110,12,0,0,0,0,0,0,0,155,0,1,0,0,0,0,0,3,0,8,0
מזכרת בתיה,13,36,1,14,2,0,0,0,0,0,0,63,0,4,0,0,0,105,0,8,146,9,0,0,0,0,0,0,0,134,0,3,0,0,0,0,1,1,0,21,0
מזכרת בתיה,16,29,3,20,0,0,0,0,1,0,0,70,0,3,0,0,0,107,0,13,116,18,0,0,0,0,0,0,0,136,0,0,0,0,0,1,0,1,0,8,0
מזכרת בתיה,17,23,4,23,3,0,1,0,0,0,0,61,1,3,0,0,0,95,0,16,124,11,0,0,0,0,0,0,0,122,0,1,0,0,0,0,0,2,0,6,0
מזכרת בתיה,18.1,16,6,22,3,0,0,0,0,0,0,61,0,2,0,0,0,84,0,7,164,4,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,1,0,26,0
מזכרת בתיה,18.2,23,3,14,0,0,0,0,0,0,0,60,0,3,0,0,0,99,0,15,136,7,0,1,0,0,0,0,0,147,0,3,0,2,0,0,0,1,0,5,0
מזכרת בתיה,18.3,19,3,11,1,0,0,0,0,0,0,52,0,2,0,0,0,74,0,10,126,9,0,0,0,0,0,0,0,193,0,2,0,0,0,0,0,1,0,21,0
מזרע,1.1,32,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,40,1,6,7,55,0,0,0,0,1,0,0,94,1,0,0,0,0,0,0,0,0,0,0
מזרע,1.2,47,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,27,0,5,8,68,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,0,0
מזרעה,1,1,0,0,0,107,186,0,0,0,0,1,0,0,1,0,0,1,0,0,4,5,0,0,0,0,0,0,103,2,0,0,1,0,1,0,0,0,0,0,0
מזרעה,2,0,1,0,0,99,136,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,133,2,1,0,0,0,0,1,0,0,0,0,0
מזרעה,3,0,0,0,0,133,135,0,0,0,0,3,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,1,72,3,0,0,0,0,0,0,0,0,0,1,0
מזרעה,4,0,0,0,0,86,112,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,180,8,0,0,1,0,0,0,0,0,0,1,0
מזרעה,5,1,0,0,0,133,167,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,77,2,0,0,0,0,0,0,0,1,0,0,0
מחולה,1,0,0,57,0,0,0,0,0,0,0,149,0,1,0,0,0,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
מחנה הילה,1,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,29,0,3,8,5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
מחנה טלי,1,5,1,3,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,1,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0
מחנה יהודית,1,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,1,27,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
מחנה יוכבד,1,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,1,17,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0
מחנה יפה,1,9,1,2,0,0,0,0,0,0,0,14,0,0,0,0,0,32,0,4,30,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
מחנה מרים,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,11,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
מחנה תל נוף,1,7,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,0,26,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0
מחניים,1,70,2,4,2,0,3,0,0,0,0,31,0,1,0,0,0,52,0,9,85,26,0,0,0,0,0,0,0,111,1,2,0,0,0,0,0,3,0,3,0
מחסיה,1,1,0,2,10,0,0,0,0,0,0,56,0,0,0,0,0,22,0,3,101,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,53,0
מטולה,2.1,20,1,2,0,0,0,0,0,0,0,21,0,2,0,0,0,78,0,5,42,13,0,0,0,0,0,0,0,87,1,1,0,0,0,0,0,0,0,3,0
מטולה,2.2,27,4,8,0,0,0,0,0,0,0,20,0,2,0,0,0,92,0,5,38,19,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,3,0,3,0
מטולה,2.3,23,0,4,1,0,1,0,0,0,0,19,0,2,0,0,0,72,0,14,44,7,0,0,0,0,0,0,0,64,0,0,0,1,0,1,0,1,0,0,0
מטע,1,53,2,11,3,0,6,0,0,0,0,51,0,1,0,0,0,39,0,10,129,22,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,7,0,17,0
מי עמי,1,28,2,1,0,0,1,0,0,0,0,3,0,1,0,0,0,27,0,5,9,34,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,4,0,1,1
מיטב,1,2,0,9,3,0,0,0,0,0,0,56,1,2,0,0,0,17,0,1,161,1,0,0,0,0,0,0,3,17,0,2,0,0,0,0,0,0,0,15,0
מייסר,2.1,0,0,0,0,74,93,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
מייסר,2.2,0,0,0,0,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
מייסר,2.3,2,0,0,0,63,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0
מיצר,1,15,1,4,0,0,1,0,0,0,0,5,0,1,0,0,0,12,0,5,7,7,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,3,0,0,0
מירב,1,3,1,35,1,0,0,0,0,0,0,181,0,0,0,1,0,28,0,0,81,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0
מירון,1,3,1,19,62,0,0,1,0,0,0,119,0,1,0,0,0,12,0,0,29,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,73,0
מישר,1,32,2,0,1,1,1,0,0,0,0,14,0,0,0,0,0,67,0,9,58,29,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,1,0,1,0
מיתר,2.1,24,2,18,4,8,10,0,0,0,0,67,0,2,0,0,0,82,0,8,143,13,0,1,0,0,0,0,6,109,0,0,0,0,0,0,2,0,0,13,1
מיתר,2.2,23,0,15,3,0,0,0,0,0,0,71,0,0,0,0,0,88,0,11,111,15,0,0,0,0,0,0,1,128,1,0,0,0,0,0,0,1,0,10,0
מיתר,2.3,28,2,11,2,0,1,0,0,0,0,68,0,1,0,0,0,97,0,10,106,13,0,0,0,0,0,0,1,120,0,3,0,1,0,0,0,1,0,1,0
מיתר,2.4,27,1,13,0,0,1,0,0,0,0,76,0,0,0,0,0,87,0,11,94,20,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1,0,7,0
מיתר,2.5,19,1,17,3,1,0,0,0,0,0,74,0,2,0,0,0,76,0,13,120,19,0,0,0,0,0,0,3,147,0,1,0,0,0,0,0,2,0,7,1
מיתר,2.6,33,3,4,0,0,3,0,0,0,0,51,0,2,0,0,0,89,0,9,80,19,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,2,1,4,0
מיתר,3,17,1,11,2,0,0,0,0,0,0,60,0,3,0,0,0,59,0,2,88,14,0,0,0,0,0,0,0,111,0,0,1,0,0,0,1,0,0,7,0
מיתר,7,16,5,35,11,0,1,0,0,0,0,115,0,3,0,0,0,61,0,7,82,8,0,0,0,0,0,0,1,79,1,0,0,0,0,0,0,0,0,8,0
מיתר,8,12,4,5,0,2,0,0,0,0,0,50,0,1,0,0,0,65,0,6,98,13,0,0,0,0,0,0,3,83,0,2,0,0,0,0,0,0,0,1,0
מיתר,9,8,1,2,1,4,3,0,0,0,0,61,0,0,0,0,0,72,0,5,110,5,0,0,0,0,1,0,1,74,1,0,0,0,0,0,0,0,0,4,0
מיתר,10,18,2,14,3,0,1,0,0,0,0,149,0,2,0,0,0,83,0,10,140,8,0,0,0,0,0,0,0,91,0,0,0,1,0,0,0,2,0,9,0
מיתר,11,19,1,13,3,0,0,0,0,0,0,61,0,0,0,0,0,74,0,11,130,9,0,1,0,0,0,0,2,111,0,0,0,0,0,0,0,0,0,8,0
מיתר,12,11,3,9,1,3,1,0,0,0,0,69,0,1,0,0,0,79,0,9,112,1,0,0,0,0,0,0,0,92,0,1,0,0,0,0,0,3,0,4,0
מכורה,1,3,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,9,23,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
מכחול,1,2,0,0,0,11,16,0,1,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,1,0,0,0,209,23,0,0,0,0,0,0,0,0,0,1,2
מכמורת,1,31,0,4,2,1,3,0,0,0,0,6,0,0,0,0,0,58,0,7,13,30,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,5,0,0,0
מכמורת,2,43,1,5,1,0,1,0,0,0,0,7,0,0,0,0,0,85,0,16,20,54,0,0,0,0,0,0,0,188,1,1,0,1,0,0,0,4,0,1,0
מכמנים,1,22,2,2,0,0,3,0,0,0,0,7,0,2,0,0,0,44,0,6,32,29,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,7,0,1,0
מלאה,1,3,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,18,0,0,111,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,27,1
מלילות,1,2,0,0,4,0,0,0,0,0,0,42,0,1,0,0,0,5,0,0,153,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,1
מלכיה,1,70,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,38,0,4,15,18,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,1,0,2,0
מנוחה,1,1,0,5,6,0,0,0,0,0,0,96,0,0,0,0,0,16,0,1,175,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,54,0
מנוף,1,54,0,2,1,0,2,0,0,0,0,5,0,2,0,0,0,64,0,16,19,56,0,0,0,0,1,0,3,229,0,0,0,0,0,0,0,4,0,0,0
מנות,1,4,2,8,2,0,0,0,0,0,0,43,0,2,0,0,0,30,0,5,129,3,0,0,0,0,0,0,0,25,0,2,0,1,0,0,0,1,0,13,0
מנחמיה,1,11,1,1,6,0,0,0,0,0,0,69,0,0,0,0,0,31,0,3,160,1,0,1,0,0,0,0,0,49,1,0,0,1,0,0,0,0,0,17,0
מנחמיה,2,10,3,4,4,0,0,0,0,0,0,40,0,2,0,0,1,33,0,10,102,3,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,2,0,7,0
מנרה,1,44,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,26,1,4,6,7,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,1,0,0,1
מנשית זבדה,1,1,0,0,0,25,35,0,0,0,1,0,0,0,0,0,0,1,0,1,7,3,0,0,0,0,0,0,175,2,0,0,1,0,1,0,0,0,0,0,0
מנשית זבדה,2,5,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,3,1,0,5,2,0,0,0,0,0,0,171,1,0,0,0,0,0,0,2,1,0,1,0
מסד,1,56,3,4,0,0,1,0,0,0,0,20,0,7,0,0,0,55,0,5,23,17,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,1,0,3,0
מסדה,1,29,1,1,0,1,2,0,0,0,0,8,0,0,0,0,0,53,0,4,9,11,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,2,0
מסילות,1,28,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,52,0,9,18,56,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,2,0,0,0
מסילת ציון,1.1,27,0,6,1,0,0,0,0,0,0,31,0,1,0,0,0,53,0,3,54,21,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,2,0,15,0
מסילת ציון,1.2,22,2,3,1,0,2,0,0,0,0,22,1,2,0,0,0,49,0,8,45,31,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,2,0,9,0
מסלול,1,19,2,5,5,0,1,0,0,0,0,75,0,2,0,0,0,46,0,3,171,2,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,3,0,34,0
מסעדה,1,1,0,1,0,0,2,40,0,0,0,5,0,0,0,0,0,11,0,12,13,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,1
מסעודין אלעזאזמה,1,2,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0
מסעודין אלעזאזמה,6,1,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,289,1,0,0,0,0,1,1,0,0,0,1,1
מסעודין אלעזאזמה,11.1,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,287,0,1,0,0,0,0,1,1,0,0,1,1
מסעודין אלעזאזמה,11.2,0,0,0,0,3,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,242,0,0,1,0,0,3,0,0,2,0,0,1
מסעודין אלעזאזמה,12.1,1,0,0,0,6,20,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,1,0,252,1,0,0,0,0,0,0,0,1,0,0,0
מסעודין אלעזאזמה,12.2,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0
מסעודין אלעזאזמה,12.3,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,238,0,0,3,0,0,1,0,0,0,0,0,2
מסעודין אלעזאזמה,13.1,0,0,0,0,6,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,1,0,0,0,2,0,1,0,1,0,0,1
מסעודין אלעזאזמה,13.2,0,0,0,0,4,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,243,1,0,0,0,0,0,1,0,1,1,0,0
מסעודין אלעזאזמה,13.3,0,0,0,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,266,0,0,0,0,0,0,1,0,1,0,0,1
מסעודין אלעזאזמה,13.4,1,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,270,1,0,0,0,0,0,0,0,1,0,1,0
מסעודין אלעזאזמה,13.5,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,266,0,0,0,0,0,1,0,0,0,0,0,0
מסעודין אלעזאזמה,13.6,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,1,0,0,1
מסעודין אלעזאזמה,13.7,1,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,285,0,1,1,0,0,1,0,0,0,0,1,0
מעברות,1,38,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,43,0,1,8,101,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,3,0,0,0
מעברות,2,43,0,1,3,0,2,0,0,0,0,3,1,0,0,0,0,37,0,1,6,67,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0
מעגלים,1.1,1,1,8,2,0,0,0,0,0,0,139,0,1,0,0,0,9,0,2,210,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,64,0
מעגלים,1.2,1,0,5,4,0,0,0,0,0,0,125,0,0,0,0,0,13,0,0,203,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,81,0
מעגן,1,19,0,3,0,0,0,1,0,0,0,9,0,0,0,0,0,57,0,4,31,8,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,2,0,4,0
מעגן מיכאל,1,107,0,1,0,1,3,0,0,0,0,5,0,0,0,0,0,43,0,5,17,52,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,3,0,4,0
מעגן מיכאל,2,99,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,42,0,5,12,60,0,1,0,0,0,0,0,128,0,0,2,0,0,0,0,8,0,0,1
מעגן מיכאל,3,85,0,2,1,0,3,0,0,0,0,8,1,2,0,0,0,47,0,4,15,55,0,0,0,0,0,0,0,131,0,0,0,1,0,0,0,8,0,0,0
מעוז חיים,1,65,1,6,0,0,0,0,0,0,0,14,0,1,0,0,0,51,0,4,17,18,0,0,0,0,0,0,0,119,1,1,0,1,0,0,0,4,0,0,0
מעון,1,0,0,9,2,0,0,0,0,0,0,205,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
מעונה,1,18,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,67,0,6,200,9,0,0,0,0,0,0,0,80,0,1,0,0,0,1,0,2,0,29,0
מעטפות חיצוניות,1,24,1,11,75,8,3,0,0,0,0,97,0,2,0,0,0,37,0,43,144,19,0,0,0,0,3,0,7,56,0,2,0,2,0,1,0,1,0,54,1
מעטפות חיצוניות,2,28,4,17,16,17,9,0,0,0,0,112,0,3,0,0,0,49,0,16,145,18,0,0,0,0,0,0,14,112,0,2,0,0,0,0,1,0,0,31,1
מעטפות חיצוניות,3,31,4,8,0,0,1,0,0,0,0,120,0,1,0,0,0,99,0,26,161,13,0,0,0,0,0,1,1,120,1,4,0,0,0,0,0,0,0,8,0
מעטפות חיצוניות,4,23,3,17,35,9,5,0,0,0,0,119,0,4,0,0,0,70,0,9,124,10,0,0,0,0,0,0,15,90,1,3,0,0,0,0,0,2,0,60,0
מעטפות חיצוניות,5,19,0,5,11,23,27,0,0,0,0,45,0,2,0,0,0,42,0,139,108,15,1,0,0,0,0,0,23,100,0,1,0,1,0,0,0,2,0,27,1
מעטפות חיצוניות,6,22,0,11,46,12,21,0,0,0,0,52,0,1,0,0,0,42,0,76,121,19,0,1,0,0,0,0,22,83,0,0,0,1,0,0,2,2,0,58,0
מעטפות חיצוניות,7,32,2,7,18,6,3,1,0,0,0,98,0,0,0,0,1,36,0,120,119,12,0,0,0,1,0,0,5,95,0,3,1,1,0,0,1,1,0,34,2
מעטפות חיצוניות,8,19,3,10,70,21,7,0,0,0,0,93,0,2,0,0,0,38,1,14,132,17,0,0,0,0,0,0,13,59,1,4,0,0,0,0,0,2,0,85,0
מעטפות חיצוניות,9,22,3,12,28,35,71,0,0,0,0,115,0,2,0,0,0,32,0,31,101,17,0,0,0,0,1,0,34,38,0,2,0,0,0,0,0,3,1,45,1
מעטפות חיצוניות,10,10,2,10,129,16,19,0,0,0,0,70,0,0,0,0,0,30,0,92,101,11,0,1,0,0,0,0,17,37,0,0,1,2,0,0,0,0,0,75,1
מעטפות חיצוניות,11,23,2,16,35,9,3,0,0,0,0,130,0,2,0,0,0,60,0,12,123,17,0,0,0,0,0,0,13,103,0,3,0,0,1,0,0,0,0,46,1
מעטפות חיצוניות,12,16,1,7,7,20,17,0,0,0,0,37,0,1,0,0,0,38,0,149,142,11,0,1,0,0,0,0,14,95,0,0,0,2,2,0,0,0,0,24,2
מעטפות חיצוניות,13,20,1,7,11,5,13,1,1,0,0,41,3,0,0,0,0,32,0,217,91,17,0,0,0,0,0,1,9,104,0,1,0,2,0,1,0,1,0,13,0
מעטפות חיצוניות,14,15,6,15,74,12,4,0,0,0,0,134,0,1,0,0,0,29,0,21,111,20,0,0,0,0,0,0,7,58,1,2,0,0,0,0,0,2,2,87,0
מעטפות חיצוניות,15,29,6,11,7,3,4,0,0,0,0,148,0,2,0,0,0,77,1,19,135,18,0,0,0,1,1,0,5,104,0,2,0,0,0,0,0,1,1,28,0
מעטפות חיצוניות,16,48,4,14,41,13,9,0,0,0,0,55,1,2,0,0,0,39,1,63,97,31,0,0,0,1,0,1,12,93,1,2,0,1,0,0,0,1,0,52,2
מעטפות חיצוניות,17,20,1,11,52,22,16,1,0,0,0,65,0,1,0,0,0,41,0,66,117,19,0,0,0,1,1,0,10,90,0,0,0,0,0,0,0,2,0,59,1
מעטפות חיצוניות,18,7,5,10,87,3,3,0,0,0,1,110,0,0,0,0,0,28,0,89,102,4,0,0,0,0,3,0,5,80,1,2,0,1,0,0,0,4,0,50,2
מעטפות חיצוניות,19,29,2,10,78,8,5,0,0,0,1,89,0,1,0,0,0,44,0,39,122,6,0,0,0,0,1,0,4,63,0,1,0,0,1,0,2,1,0,91,1
מעטפות חיצוניות,20,10,3,3,168,4,5,0,0,0,1,80,0,1,0,0,0,32,0,9,99,11,0,0,0,0,0,0,21,31,0,0,0,0,0,0,0,0,0,117,0
מעטפות חיצוניות,21,13,6,11,127,3,4,0,0,0,0,94,0,0,0,0,0,22,0,49,69,11,0,0,0,0,0,0,4,41,0,2,0,0,0,0,0,1,0,137,1
מעטפות חיצוניות,22,42,2,10,26,27,35,1,0,0,0,51,0,1,0,0,1,57,0,24,102,36,0,0,0,0,0,0,30,105,0,1,0,0,0,0,1,0,0,45,0
מעטפות חיצוניות,23,15,1,6,6,9,15,1,0,0,0,52,0,0,0,0,0,21,1,249,98,12,0,0,0,0,0,0,3,53,1,3,0,1,0,0,1,1,1,15,2
מעטפות חיצוניות,24,45,5,20,51,3,9,0,0,0,1,123,0,4,0,0,0,45,0,16,102,35,0,0,0,0,0,0,1,72,0,1,0,0,0,0,0,2,0,64,0
מעטפות חיצוניות,25,26,2,5,63,11,14,0,0,0,0,39,0,0,0,0,0,35,0,103,96,22,0,1,0,0,2,0,3,121,0,1,0,0,0,0,0,0,0,44,2
מעטפות חיצוניות,26,16,0,7,43,10,15,0,0,0,0,120,0,3,0,0,0,20,1,127,118,7,0,0,0,0,0,0,6,38,0,0,0,1,0,0,0,1,0,60,0
מעטפות חיצוניות,27,22,0,5,8,5,22,0,0,0,0,40,0,0,0,0,0,23,1,173,110,13,0,0,0,2,0,0,30,72,1,0,0,1,0,0,0,1,1,55,2
מעטפות חיצוניות,28,7,1,3,35,13,14,2,0,0,0,27,0,0,0,0,0,29,0,146,143,5,0,0,0,0,0,0,21,87,0,2,0,2,1,0,0,2,0,45,4
מעטפות חיצוניות,29,20,2,23,54,6,8,0,0,0,1,109,0,2,0,0,0,30,0,66,151,11,0,0,0,0,0,0,4,55,0,1,0,0,0,0,0,2,0,52,1
מעטפות חיצוניות,30,27,4,14,78,13,13,0,0,0,0,78,1,3,1,0,0,28,0,23,114,24,0,0,0,0,0,0,12,49,1,1,0,0,0,0,0,1,0,90,1
מעטפות חיצוניות,31,30,5,6,23,25,29,0,0,0,0,57,2,0,0,0,0,38,0,53,153,14,0,0,0,0,0,0,22,86,1,0,0,0,0,0,1,1,0,55,2
מעטפות חיצוניות,32,8,0,2,33,21,15,0,0,0,0,30,0,0,0,0,0,30,2,186,120,12,0,0,0,0,0,1,9,60,0,0,0,2,0,0,1,1,0,54,3
מעטפות חיצוניות,33,12,3,5,23,7,11,0,0,0,0,69,0,0,0,0,0,38,3,143,145,10,0,1,0,0,0,0,11,60,1,2,0,2,0,0,1,2,0,41,2
מעטפות חיצוניות,34,22,1,3,54,8,19,0,0,0,0,20,0,1,0,0,2,22,0,180,95,9,0,2,0,0,0,0,23,93,0,1,0,0,0,0,0,2,1,30,5
מעטפות חיצוניות,35,16,0,4,7,27,23,0,0,0,0,29,0,1,0,0,0,28,0,149,139,9,1,1,0,2,1,0,24,97,1,0,0,0,0,1,1,3,1,25,2
מעטפות חיצוניות,36,38,0,2,26,9,17,1,0,0,0,30,0,1,0,0,0,47,0,84,107,28,0,0,0,0,3,0,20,150,0,2,1,0,1,0,1,0,0,19,0
מעטפות חיצוניות,37,26,2,4,29,11,11,0,0,0,0,62,0,3,0,0,1,46,1,66,134,27,0,1,0,0,1,0,3,118,1,2,1,0,1,0,1,1,1,37,2
מעטפות חיצוניות,38,8,1,12,24,5,5,2,0,0,0,156,0,1,1,0,0,20,1,165,88,2,0,1,1,3,0,0,5,51,1,3,0,3,0,0,1,0,1,29,2
מעטפות חיצוניות,39,34,0,9,25,3,9,0,0,0,0,64,0,1,1,0,0,43,0,111,135,12,0,0,0,0,0,0,34,51,0,0,0,1,0,0,2,1,0,55,1
